,item_id_a,item_id_b,mode,s_id,d_id
20860,9606.ENSP00000216127,9606.ENSP00000261937,catalysis,250,237
20861,9606.ENSP00000216127,9606.ENSP00000261845,reaction,250,59
20862,9606.ENSP00000216127,9606.ENSP00000261845,ptmod,250,59
20863,9606.ENSP00000216127,9606.ENSP00000261845,reaction,250,59
20864,9606.ENSP00000216127,9606.ENSP00000261937,activation,250,237
20865,9606.ENSP00000216127,9606.ENSP00000261845,reaction,250,59
20866,9606.ENSP00000216127,9606.ENSP00000261937,activation,250,237
20867,9606.ENSP00000216127,9606.ENSP00000262211,inhibition,250,196
20868,9606.ENSP00000216127,9606.ENSP00000261991,ptmod,250,198
20869,9606.ENSP00000216127,9606.ENSP00000261991,inhibition,250,198
20870,9606.ENSP00000216127,9606.ENSP00000261991,inhibition,250,198
20871,9606.ENSP00000216127,9606.ENSP00000262039,binding,250,61
20872,9606.ENSP00000216127,9606.ENSP00000262039,activation,250,61
20873,9606.ENSP00000216127,9606.ENSP00000262039,binding,250,61
20874,9606.ENSP00000216133,9606.ENSP00000261769,activation,1404,608
20875,9606.ENSP00000216144,9606.ENSP00000218006,binding,414,744
20876,9606.ENSP00000216144,9606.ENSP00000218006,activation,414,744
20877,9606.ENSP00000216144,9606.ENSP00000009105,reaction,414,409
20878,9606.ENSP00000216144,9606.ENSP00000009105,reaction,414,409
20879,9606.ENSP00000216144,9606.ENSP00000009105,activation,414,409
20880,9606.ENSP00000216144,9606.ENSP00000009105,catalysis,414,409
20881,9606.ENSP00000216144,9606.ENSP00000009105,catalysis,414,409
20882,9606.ENSP00000216144,9606.ENSP00000009105,binding,414,409
20883,9606.ENSP00000216144,9606.ENSP00000009105,binding,414,409
20884,9606.ENSP00000216144,9606.ENSP00000158166,activation,414,743
20885,9606.ENSP00000216144,9606.ENSP00000012443,ptmod,414,4
20886,9606.ENSP00000216144,9606.ENSP00000012443,binding,414,4
20887,9606.ENSP00000216144,9606.ENSP00000009105,reaction,414,409
20888,9606.ENSP00000216144,9606.ENSP00000012443,activation,414,4
20889,9606.ENSP00000216144,9606.ENSP00000012443,inhibition,414,4
20890,9606.ENSP00000216144,9606.ENSP00000012443,binding,414,4
20891,9606.ENSP00000216144,9606.ENSP00000012443,inhibition,414,4
20892,9606.ENSP00000216144,9606.ENSP00000053469,catalysis,414,457
20893,9606.ENSP00000216144,9606.ENSP00000012443,reaction,414,4
20894,9606.ENSP00000216144,9606.ENSP00000012443,reaction,414,4
20895,9606.ENSP00000216144,9606.ENSP00000012443,reaction,414,4
20896,9606.ENSP00000216144,9606.ENSP00000053469,catalysis,414,457
20897,9606.ENSP00000216144,9606.ENSP00000053469,binding,414,457
20898,9606.ENSP00000216144,9606.ENSP00000053469,binding,414,457
20899,9606.ENSP00000216144,9606.ENSP00000254854,activation,414,748
20900,9606.ENSP00000216144,9606.ENSP00000221138,reaction,414,21
20901,9606.ENSP00000216144,9606.ENSP00000218006,inhibition,414,744
20902,9606.ENSP00000216144,9606.ENSP00000218006,inhibition,414,744
20903,9606.ENSP00000216144,9606.ENSP00000221138,ptmod,414,21
20904,9606.ENSP00000216144,9606.ENSP00000221138,binding,414,21
20905,9606.ENSP00000216144,9606.ENSP00000221138,activation,414,21
20906,9606.ENSP00000216144,9606.ENSP00000221138,inhibition,414,21
20907,9606.ENSP00000216144,9606.ENSP00000221138,binding,414,21
20908,9606.ENSP00000216144,9606.ENSP00000221138,inhibition,414,21
20909,9606.ENSP00000216144,9606.ENSP00000222125,catalysis,414,1318
20910,9606.ENSP00000216144,9606.ENSP00000222125,activation,414,1318
20911,9606.ENSP00000216144,9606.ENSP00000221138,reaction,414,21
20912,9606.ENSP00000216144,9606.ENSP00000221138,reaction,414,21
20913,9606.ENSP00000216144,9606.ENSP00000222125,catalysis,414,1318
20914,9606.ENSP00000216144,9606.ENSP00000222125,binding,414,1318
20915,9606.ENSP00000216144,9606.ENSP00000222125,binding,414,1318
20916,9606.ENSP00000216144,9606.ENSP00000222125,reaction,414,1318
20917,9606.ENSP00000216144,9606.ENSP00000222125,reaction,414,1318
20918,9606.ENSP00000216144,9606.ENSP00000222125,reaction,414,1318
20919,9606.ENSP00000216144,9606.ENSP00000240139,activation,414,34
20920,9606.ENSP00000216144,9606.ENSP00000240139,ptmod,414,34
20921,9606.ENSP00000216144,9606.ENSP00000240139,catalysis,414,34
20922,9606.ENSP00000216144,9606.ENSP00000240139,binding,414,34
20923,9606.ENSP00000216144,9606.ENSP00000240139,binding,414,34
20924,9606.ENSP00000216144,9606.ENSP00000240139,inhibition,414,34
20925,9606.ENSP00000216144,9606.ENSP00000240139,catalysis,414,34
20926,9606.ENSP00000216144,9606.ENSP00000240139,inhibition,414,34
20927,9606.ENSP00000216144,9606.ENSP00000240139,reaction,414,34
20928,9606.ENSP00000216144,9606.ENSP00000240139,reaction,414,34
20929,9606.ENSP00000216144,9606.ENSP00000240139,reaction,414,34
20930,9606.ENSP00000216144,9606.ENSP00000255448,reaction,414,898
20931,9606.ENSP00000216144,9606.ENSP00000254854,inhibition,414,748
20932,9606.ENSP00000216144,9606.ENSP00000254854,binding,414,748
20933,9606.ENSP00000216144,9606.ENSP00000254854,inhibition,414,748
20934,9606.ENSP00000216144,9606.ENSP00000255448,reaction,414,898
20935,9606.ENSP00000216144,9606.ENSP00000255448,binding,414,898
20936,9606.ENSP00000216144,9606.ENSP00000255448,activation,414,898
20937,9606.ENSP00000216144,9606.ENSP00000255448,catalysis,414,898
20938,9606.ENSP00000216144,9606.ENSP00000255448,binding,414,898
20939,9606.ENSP00000216144,9606.ENSP00000255448,catalysis,414,898
20940,9606.ENSP00000216144,9606.ENSP00000256460,reaction,414,859
20941,9606.ENSP00000216144,9606.ENSP00000256460,binding,414,859
20942,9606.ENSP00000216144,9606.ENSP00000255448,reaction,414,898
20943,9606.ENSP00000216144,9606.ENSP00000256460,activation,414,859
20944,9606.ENSP00000216144,9606.ENSP00000256460,catalysis,414,859
20945,9606.ENSP00000216144,9606.ENSP00000256460,binding,414,859
20946,9606.ENSP00000216144,9606.ENSP00000256460,catalysis,414,859
20947,9606.ENSP00000216144,9606.ENSP00000256460,reaction,414,859
20948,9606.ENSP00000216144,9606.ENSP00000256460,reaction,414,859
20949,9606.ENSP00000216144,9606.ENSP00000261170,activation,414,750
20950,9606.ENSP00000216144,9606.ENSP00000261170,inhibition,414,750
20951,9606.ENSP00000216144,9606.ENSP00000261170,binding,414,750
20952,9606.ENSP00000216144,9606.ENSP00000261170,inhibition,414,750
20953,9606.ENSP00000216144,9606.ENSP00000261891,catalysis,414,1320
20954,9606.ENSP00000216144,9606.ENSP00000261891,binding,414,1320
20955,9606.ENSP00000216144,9606.ENSP00000261891,activation,414,1320
20956,9606.ENSP00000216144,9606.ENSP00000261891,binding,414,1320
20957,9606.ENSP00000216144,9606.ENSP00000261891,reaction,414,1320
20958,9606.ENSP00000216144,9606.ENSP00000261891,catalysis,414,1320
20959,9606.ENSP00000216144,9606.ENSP00000261891,reaction,414,1320
20960,9606.ENSP00000216144,9606.ENSP00000261891,reaction,414,1320
20961,9606.ENSP00000216160,9606.ENSP00000211287,inhibition,909,7
20962,9606.ENSP00000216160,9606.ENSP00000246657,activation,909,183
20963,9606.ENSP00000216160,9606.ENSP00000211287,inhibition,909,7
20964,9606.ENSP00000216160,9606.ENSP00000162749,binding,909,486
20965,9606.ENSP00000216160,9606.ENSP00000162749,binding,909,486
20966,9606.ENSP00000216160,9606.ENSP00000155926,ptmod,909,251
20967,9606.ENSP00000216160,9606.ENSP00000155926,inhibition,909,251
20968,9606.ENSP00000216160,9606.ENSP00000155926,inhibition,909,251
20969,9606.ENSP00000216160,9606.ENSP00000245451,activation,909,609
20970,9606.ENSP00000216160,9606.ENSP00000220751,catalysis,909,217
20971,9606.ENSP00000216160,9606.ENSP00000215832,inhibition,909,13
20972,9606.ENSP00000216160,9606.ENSP00000215794,catalysis,909,1377
20973,9606.ENSP00000216160,9606.ENSP00000215659,inhibition,909,12
20974,9606.ENSP00000216160,9606.ENSP00000211287,ptmod,909,7
20975,9606.ENSP00000216160,9606.ENSP00000215659,inhibition,909,12
20976,9606.ENSP00000216160,9606.ENSP00000215794,binding,909,1377
20977,9606.ENSP00000216160,9606.ENSP00000215659,ptmod,909,12
20978,9606.ENSP00000216160,9606.ENSP00000215794,binding,909,1377
20979,9606.ENSP00000216160,9606.ENSP00000215832,inhibition,909,13
20980,9606.ENSP00000216160,9606.ENSP00000215794,reaction,909,1377
20981,9606.ENSP00000216160,9606.ENSP00000215794,catalysis,909,1377
20982,9606.ENSP00000216160,9606.ENSP00000215794,reaction,909,1377
20983,9606.ENSP00000216160,9606.ENSP00000215832,binding,909,13
20984,9606.ENSP00000216160,9606.ENSP00000215794,reaction,909,1377
20985,9606.ENSP00000216160,9606.ENSP00000215832,binding,909,13
20986,9606.ENSP00000216160,9606.ENSP00000220751,binding,909,217
20987,9606.ENSP00000216160,9606.ENSP00000216274,reaction,909,212
20988,9606.ENSP00000216160,9606.ENSP00000216274,binding,909,212
20989,9606.ENSP00000216160,9606.ENSP00000215832,ptmod,909,13
20990,9606.ENSP00000216160,9606.ENSP00000216274,activation,909,212
20991,9606.ENSP00000216160,9606.ENSP00000216274,catalysis,909,212
20992,9606.ENSP00000216160,9606.ENSP00000216274,binding,909,212
20993,9606.ENSP00000216160,9606.ENSP00000216274,catalysis,909,212
20994,9606.ENSP00000216160,9606.ENSP00000220751,binding,909,217
20995,9606.ENSP00000216160,9606.ENSP00000217233,inhibition,909,257
20996,9606.ENSP00000216160,9606.ENSP00000216274,reaction,909,212
20997,9606.ENSP00000216160,9606.ENSP00000216274,reaction,909,212
20998,9606.ENSP00000216160,9606.ENSP00000220751,activation,909,217
20999,9606.ENSP00000216160,9606.ENSP00000217233,inhibition,909,257
21000,9606.ENSP00000216160,9606.ENSP00000217233,ptmod,909,257
21001,9606.ENSP00000216160,9606.ENSP00000237289,inhibition,909,805
21002,9606.ENSP00000216160,9606.ENSP00000225577,inhibition,909,195
21003,9606.ENSP00000216160,9606.ENSP00000224764,activation,909,1264
21004,9606.ENSP00000216160,9606.ENSP00000220751,reaction,909,217
21005,9606.ENSP00000216160,9606.ENSP00000220751,catalysis,909,217
21006,9606.ENSP00000216160,9606.ENSP00000220751,reaction,909,217
21007,9606.ENSP00000216160,9606.ENSP00000220751,reaction,909,217
21008,9606.ENSP00000216160,9606.ENSP00000225577,inhibition,909,195
21009,9606.ENSP00000216160,9606.ENSP00000225577,binding,909,195
21010,9606.ENSP00000216160,9606.ENSP00000224764,binding,909,1264
21011,9606.ENSP00000216160,9606.ENSP00000224764,binding,909,1264
21012,9606.ENSP00000216160,9606.ENSP00000225577,catalysis,909,195
21013,9606.ENSP00000216160,9606.ENSP00000225577,binding,909,195
21014,9606.ENSP00000216160,9606.ENSP00000225577,catalysis,909,195
21015,9606.ENSP00000216160,9606.ENSP00000229794,binding,909,23
21016,9606.ENSP00000216160,9606.ENSP00000225577,reaction,909,195
21017,9606.ENSP00000216160,9606.ENSP00000225577,ptmod,909,195
21018,9606.ENSP00000216160,9606.ENSP00000225577,reaction,909,195
21019,9606.ENSP00000216160,9606.ENSP00000225577,reaction,909,195
21020,9606.ENSP00000216160,9606.ENSP00000229794,inhibition,909,23
21021,9606.ENSP00000216160,9606.ENSP00000229794,binding,909,23
21022,9606.ENSP00000216160,9606.ENSP00000229794,inhibition,909,23
21023,9606.ENSP00000216160,9606.ENSP00000229794,ptmod,909,23
21024,9606.ENSP00000216160,9606.ENSP00000229794,inhibition,909,23
21025,9606.ENSP00000216160,9606.ENSP00000229794,ptmod,909,23
21026,9606.ENSP00000216160,9606.ENSP00000262211,binding,909,196
21027,9606.ENSP00000216160,9606.ENSP00000259808,binding,909,236
21028,9606.ENSP00000216160,9606.ENSP00000253055,binding,909,227
21029,9606.ENSP00000216160,9606.ENSP00000247668,binding,909,488
21030,9606.ENSP00000216160,9606.ENSP00000247668,activation,909,488
21031,9606.ENSP00000216160,9606.ENSP00000247668,binding,909,488
21032,9606.ENSP00000216160,9606.ENSP00000253055,binding,909,227
21033,9606.ENSP00000216160,9606.ENSP00000253055,activation,909,227
21034,9606.ENSP00000216160,9606.ENSP00000259808,binding,909,236
21035,9606.ENSP00000216160,9606.ENSP00000256458,binding,909,286
21036,9606.ENSP00000216160,9606.ENSP00000253055,reaction,909,227
21037,9606.ENSP00000216160,9606.ENSP00000253055,catalysis,909,227
21038,9606.ENSP00000216160,9606.ENSP00000253055,catalysis,909,227
21039,9606.ENSP00000216160,9606.ENSP00000256458,activation,909,286
21040,9606.ENSP00000216160,9606.ENSP00000253055,reaction,909,227
21041,9606.ENSP00000216160,9606.ENSP00000253055,reaction,909,227
21042,9606.ENSP00000216160,9606.ENSP00000259808,activation,909,236
21043,9606.ENSP00000216160,9606.ENSP00000256458,catalysis,909,286
21044,9606.ENSP00000216160,9606.ENSP00000256458,binding,909,286
21045,9606.ENSP00000216160,9606.ENSP00000256458,catalysis,909,286
21046,9606.ENSP00000216160,9606.ENSP00000256458,reaction,909,286
21047,9606.ENSP00000216160,9606.ENSP00000256458,reaction,909,286
21048,9606.ENSP00000216160,9606.ENSP00000256458,reaction,909,286
21049,9606.ENSP00000216160,9606.ENSP00000262158,activation,909,623
21050,9606.ENSP00000216160,9606.ENSP00000261464,activation,909,698
21051,9606.ENSP00000216160,9606.ENSP00000261233,activation,909,294
21052,9606.ENSP00000216160,9606.ENSP00000259808,reaction,909,236
21053,9606.ENSP00000216160,9606.ENSP00000259808,catalysis,909,236
21054,9606.ENSP00000216160,9606.ENSP00000259808,catalysis,909,236
21055,9606.ENSP00000216160,9606.ENSP00000260187,inhibition,909,1046
21056,9606.ENSP00000216160,9606.ENSP00000259808,reaction,909,236
21057,9606.ENSP00000216160,9606.ENSP00000259808,reaction,909,236
21058,9606.ENSP00000216160,9606.ENSP00000261233,reaction,909,294
21059,9606.ENSP00000216160,9606.ENSP00000261233,catalysis,909,294
21060,9606.ENSP00000216160,9606.ENSP00000261233,binding,909,294
21061,9606.ENSP00000216160,9606.ENSP00000261233,binding,909,294
21062,9606.ENSP00000216160,9606.ENSP00000261233,reaction,909,294
21063,9606.ENSP00000216160,9606.ENSP00000261233,catalysis,909,294
21064,9606.ENSP00000216160,9606.ENSP00000261233,reaction,909,294
21065,9606.ENSP00000216160,9606.ENSP00000261991,reaction,909,198
21066,9606.ENSP00000216160,9606.ENSP00000261991,binding,909,198
21067,9606.ENSP00000216160,9606.ENSP00000261845,inhibition,909,59
21068,9606.ENSP00000216160,9606.ENSP00000261991,binding,909,198
21069,9606.ENSP00000216160,9606.ENSP00000261845,inhibition,909,59
21070,9606.ENSP00000216160,9606.ENSP00000261845,ptmod,909,59
21071,9606.ENSP00000216160,9606.ENSP00000261991,reaction,909,198
21072,9606.ENSP00000216160,9606.ENSP00000261991,inhibition,909,198
21073,9606.ENSP00000216160,9606.ENSP00000261991,catalysis,909,198
21074,9606.ENSP00000216160,9606.ENSP00000261991,catalysis,909,198
21075,9606.ENSP00000216160,9606.ENSP00000261991,reaction,909,198
21076,9606.ENSP00000216160,9606.ENSP00000261991,inhibition,909,198
21077,9606.ENSP00000216160,9606.ENSP00000261991,ptmod,909,198
21078,9606.ENSP00000216160,9606.ENSP00000262211,reaction,909,196
21079,9606.ENSP00000216160,9606.ENSP00000262211,catalysis,909,196
21080,9606.ENSP00000216160,9606.ENSP00000262211,binding,909,196
21081,9606.ENSP00000216160,9606.ENSP00000262211,catalysis,909,196
21082,9606.ENSP00000216160,9606.ENSP00000262211,ptmod,909,196
21083,9606.ENSP00000216160,9606.ENSP00000262211,inhibition,909,196
21084,9606.ENSP00000216160,9606.ENSP00000262211,inhibition,909,196
21085,9606.ENSP00000216160,9606.ENSP00000262211,reaction,909,196
21086,9606.ENSP00000216160,9606.ENSP00000262211,reaction,909,196
21087,9606.ENSP00000216180,9606.ENSP00000250971,activation,1405,1
21088,9606.ENSP00000216180,9606.ENSP00000250971,expression,1405,1
21089,9606.ENSP00000216181,9606.ENSP00000005257,catalysis,213,207
21090,9606.ENSP00000216181,9606.ENSP00000207437,catalysis,213,410
21091,9606.ENSP00000216181,9606.ENSP00000207437,catalysis,213,410
21092,9606.ENSP00000216181,9606.ENSP00000160382,binding,213,978
21093,9606.ENSP00000216181,9606.ENSP00000160382,binding,213,978
21094,9606.ENSP00000216181,9606.ENSP00000207437,binding,213,410
21095,9606.ENSP00000216181,9606.ENSP00000207437,binding,213,410
21096,9606.ENSP00000216181,9606.ENSP00000211998,reaction,213,1150
21097,9606.ENSP00000216181,9606.ENSP00000207437,reaction,213,410
21098,9606.ENSP00000216181,9606.ENSP00000207437,reaction,213,410
21099,9606.ENSP00000216181,9606.ENSP00000207437,reaction,213,410
21100,9606.ENSP00000216181,9606.ENSP00000211998,catalysis,213,1150
21101,9606.ENSP00000216181,9606.ENSP00000211998,binding,213,1150
21102,9606.ENSP00000216181,9606.ENSP00000211998,binding,213,1150
21103,9606.ENSP00000216181,9606.ENSP00000211998,reaction,213,1150
21104,9606.ENSP00000216181,9606.ENSP00000211998,reaction,213,1150
21105,9606.ENSP00000216181,9606.ENSP00000250003,expression,213,1038
21106,9606.ENSP00000216185,9606.ENSP00000199447,reaction,1241,1238
21107,9606.ENSP00000216185,9606.ENSP00000199447,reaction,1241,1238
21108,9606.ENSP00000216185,9606.ENSP00000205402,catalysis,1241,193
21109,9606.ENSP00000216185,9606.ENSP00000205402,binding,1241,193
21110,9606.ENSP00000216185,9606.ENSP00000205402,binding,1241,193
21111,9606.ENSP00000216190,9606.ENSP00000196551,binding,710,705
21112,9606.ENSP00000216190,9606.ENSP00000053468,binding,710,699
21113,9606.ENSP00000216190,9606.ENSP00000053468,binding,710,699
21114,9606.ENSP00000216190,9606.ENSP00000053468,reaction,710,699
21115,9606.ENSP00000216190,9606.ENSP00000053468,reaction,710,699
21116,9606.ENSP00000216190,9606.ENSP00000053468,reaction,710,699
21117,9606.ENSP00000216190,9606.ENSP00000196551,reaction,710,705
21118,9606.ENSP00000216190,9606.ENSP00000196551,binding,710,705
21119,9606.ENSP00000216190,9606.ENSP00000196551,reaction,710,705
21120,9606.ENSP00000216190,9606.ENSP00000196551,reaction,710,705
21121,9606.ENSP00000216190,9606.ENSP00000216554,reaction,710,709
21122,9606.ENSP00000216190,9606.ENSP00000216554,binding,710,709
21123,9606.ENSP00000216190,9606.ENSP00000216554,activation,710,709
21124,9606.ENSP00000216190,9606.ENSP00000216554,reaction,710,709
21125,9606.ENSP00000216190,9606.ENSP00000216554,binding,710,709
21126,9606.ENSP00000216190,9606.ENSP00000216554,reaction,710,709
21127,9606.ENSP00000216200,9606.ENSP00000255448,activation,413,898
21128,9606.ENSP00000216200,9606.ENSP00000012443,reaction,413,4
21129,9606.ENSP00000216200,9606.ENSP00000012443,reaction,413,4
21130,9606.ENSP00000216200,9606.ENSP00000009105,reaction,413,409
21131,9606.ENSP00000216200,9606.ENSP00000009105,binding,413,409
21132,9606.ENSP00000216200,9606.ENSP00000009105,activation,413,409
21133,9606.ENSP00000216200,9606.ENSP00000009105,binding,413,409
21134,9606.ENSP00000216200,9606.ENSP00000009105,reaction,413,409
21135,9606.ENSP00000216200,9606.ENSP00000009105,catalysis,413,409
21136,9606.ENSP00000216200,9606.ENSP00000009105,catalysis,413,409
21137,9606.ENSP00000216200,9606.ENSP00000012443,ptmod,413,4
21138,9606.ENSP00000216200,9606.ENSP00000012443,binding,413,4
21139,9606.ENSP00000216200,9606.ENSP00000009105,reaction,413,409
21140,9606.ENSP00000216200,9606.ENSP00000012443,activation,413,4
21141,9606.ENSP00000216200,9606.ENSP00000012443,inhibition,413,4
21142,9606.ENSP00000216200,9606.ENSP00000012443,binding,413,4
21143,9606.ENSP00000216200,9606.ENSP00000012443,inhibition,413,4
21144,9606.ENSP00000216200,9606.ENSP00000053469,binding,413,457
21145,9606.ENSP00000216200,9606.ENSP00000012443,reaction,413,4
21146,9606.ENSP00000216200,9606.ENSP00000053469,binding,413,457
21147,9606.ENSP00000216200,9606.ENSP00000158166,activation,413,743
21148,9606.ENSP00000216200,9606.ENSP00000053469,catalysis,413,457
21149,9606.ENSP00000216200,9606.ENSP00000053469,catalysis,413,457
21150,9606.ENSP00000216200,9606.ENSP00000218006,binding,413,744
21151,9606.ENSP00000216200,9606.ENSP00000218006,activation,413,744
21152,9606.ENSP00000216200,9606.ENSP00000218006,inhibition,413,744
21153,9606.ENSP00000216200,9606.ENSP00000218006,inhibition,413,744
21154,9606.ENSP00000216200,9606.ENSP00000222125,reaction,413,1318
21155,9606.ENSP00000216200,9606.ENSP00000221138,reaction,413,21
21156,9606.ENSP00000216200,9606.ENSP00000221138,binding,413,21
21157,9606.ENSP00000216200,9606.ENSP00000221138,activation,413,21
21158,9606.ENSP00000216200,9606.ENSP00000221138,binding,413,21
21159,9606.ENSP00000216200,9606.ENSP00000221138,ptmod,413,21
21160,9606.ENSP00000216200,9606.ENSP00000221138,inhibition,413,21
21161,9606.ENSP00000216200,9606.ENSP00000221138,inhibition,413,21
21162,9606.ENSP00000216200,9606.ENSP00000222125,catalysis,413,1318
21163,9606.ENSP00000216200,9606.ENSP00000222125,activation,413,1318
21164,9606.ENSP00000216200,9606.ENSP00000221138,reaction,413,21
21165,9606.ENSP00000216200,9606.ENSP00000221138,reaction,413,21
21166,9606.ENSP00000216200,9606.ENSP00000222125,catalysis,413,1318
21167,9606.ENSP00000216200,9606.ENSP00000222125,binding,413,1318
21168,9606.ENSP00000216200,9606.ENSP00000222125,binding,413,1318
21169,9606.ENSP00000216200,9606.ENSP00000222125,reaction,413,1318
21170,9606.ENSP00000216200,9606.ENSP00000222125,reaction,413,1318
21171,9606.ENSP00000216200,9606.ENSP00000240139,reaction,413,34
21172,9606.ENSP00000216200,9606.ENSP00000240139,activation,413,34
21173,9606.ENSP00000216200,9606.ENSP00000240139,ptmod,413,34
21174,9606.ENSP00000216200,9606.ENSP00000240139,catalysis,413,34
21175,9606.ENSP00000216200,9606.ENSP00000240139,binding,413,34
21176,9606.ENSP00000216200,9606.ENSP00000240139,binding,413,34
21177,9606.ENSP00000216200,9606.ENSP00000240139,inhibition,413,34
21178,9606.ENSP00000216200,9606.ENSP00000240139,catalysis,413,34
21179,9606.ENSP00000216200,9606.ENSP00000240139,inhibition,413,34
21180,9606.ENSP00000216200,9606.ENSP00000240139,reaction,413,34
21181,9606.ENSP00000216200,9606.ENSP00000240139,reaction,413,34
21182,9606.ENSP00000216200,9606.ENSP00000254854,activation,413,748
21183,9606.ENSP00000216200,9606.ENSP00000254854,inhibition,413,748
21184,9606.ENSP00000216200,9606.ENSP00000254854,binding,413,748
21185,9606.ENSP00000216200,9606.ENSP00000254854,inhibition,413,748
21186,9606.ENSP00000216200,9606.ENSP00000256460,reaction,413,859
21187,9606.ENSP00000216200,9606.ENSP00000255448,reaction,413,898
21188,9606.ENSP00000216200,9606.ENSP00000255448,catalysis,413,898
21189,9606.ENSP00000216200,9606.ENSP00000255448,binding,413,898
21190,9606.ENSP00000216200,9606.ENSP00000255448,binding,413,898
21191,9606.ENSP00000216200,9606.ENSP00000255448,reaction,413,898
21192,9606.ENSP00000216200,9606.ENSP00000255448,catalysis,413,898
21193,9606.ENSP00000216200,9606.ENSP00000255448,reaction,413,898
21194,9606.ENSP00000216200,9606.ENSP00000256460,reaction,413,859
21195,9606.ENSP00000216200,9606.ENSP00000256460,binding,413,859
21196,9606.ENSP00000216200,9606.ENSP00000256460,activation,413,859
21197,9606.ENSP00000216200,9606.ENSP00000256460,binding,413,859
21198,9606.ENSP00000216200,9606.ENSP00000256460,reaction,413,859
21199,9606.ENSP00000216200,9606.ENSP00000256460,catalysis,413,859
21200,9606.ENSP00000216200,9606.ENSP00000256460,catalysis,413,859
21201,9606.ENSP00000216200,9606.ENSP00000261170,activation,413,750
21202,9606.ENSP00000216200,9606.ENSP00000261170,inhibition,413,750
21203,9606.ENSP00000216200,9606.ENSP00000261170,binding,413,750
21204,9606.ENSP00000216200,9606.ENSP00000261170,inhibition,413,750
21205,9606.ENSP00000216200,9606.ENSP00000261891,reaction,413,1320
21206,9606.ENSP00000216200,9606.ENSP00000261891,catalysis,413,1320
21207,9606.ENSP00000216200,9606.ENSP00000261891,activation,413,1320
21208,9606.ENSP00000216200,9606.ENSP00000261891,catalysis,413,1320
21209,9606.ENSP00000216200,9606.ENSP00000261891,binding,413,1320
21210,9606.ENSP00000216200,9606.ENSP00000261891,binding,413,1320
21211,9606.ENSP00000216200,9606.ENSP00000261891,reaction,413,1320
21212,9606.ENSP00000216200,9606.ENSP00000261891,reaction,413,1320
21213,9606.ENSP00000216218,9606.ENSP00000254963,inhibition,1406,167
21214,9606.ENSP00000216218,9606.ENSP00000227378,inhibition,1406,65
21215,9606.ENSP00000216218,9606.ENSP00000247207,inhibition,1406,157
21216,9606.ENSP00000216223,9606.ENSP00000226730,inhibition,1178,681
21217,9606.ENSP00000216223,9606.ENSP00000226730,reaction,1178,681
21218,9606.ENSP00000216223,9606.ENSP00000226730,catalysis,1178,681
21219,9606.ENSP00000216223,9606.ENSP00000226730,catalysis,1178,681
21220,9606.ENSP00000216223,9606.ENSP00000226730,binding,1178,681
21221,9606.ENSP00000216223,9606.ENSP00000226730,binding,1178,681
21222,9606.ENSP00000216223,9606.ENSP00000226730,activation,1178,681
21223,9606.ENSP00000216223,9606.ENSP00000225474,activation,1178,1119
21224,9606.ENSP00000216223,9606.ENSP00000216341,activation,1178,1407
21225,9606.ENSP00000216223,9606.ENSP00000204615,activation,1178,1118
21226,9606.ENSP00000216223,9606.ENSP00000215781,activation,1178,601
21227,9606.ENSP00000216223,9606.ENSP00000177694,activation,1178,1176
21228,9606.ENSP00000216223,9606.ENSP00000228534,activation,1178,367
21229,9606.ENSP00000216223,9606.ENSP00000226730,reaction,1178,681
21230,9606.ENSP00000216223,9606.ENSP00000226730,reaction,1178,681
21231,9606.ENSP00000216223,9606.ENSP00000229794,activation,1178,23
21232,9606.ENSP00000216223,9606.ENSP00000231454,activation,1178,1120
21233,9606.ENSP00000216223,9606.ENSP00000231449,activation,1178,153
21234,9606.ENSP00000216223,9606.ENSP00000231228,activation,1178,363
21235,9606.ENSP00000216223,9606.ENSP00000231454,reaction,1178,1120
21236,9606.ENSP00000216223,9606.ENSP00000229135,activation,1178,151
21237,9606.ENSP00000216223,9606.ENSP00000243346,activation,1178,1408
21238,9606.ENSP00000216223,9606.ENSP00000231454,reaction,1178,1120
21239,9606.ENSP00000216223,9606.ENSP00000239347,activation,1178,1121
21240,9606.ENSP00000216223,9606.ENSP00000252723,activation,1178,1065
21241,9606.ENSP00000216223,9606.ENSP00000258743,activation,1178,752
21242,9606.ENSP00000216223,9606.ENSP00000259555,activation,1178,1122
21243,9606.ENSP00000216225,9606.ENSP00000262144,inhibition,255,891
21244,9606.ENSP00000216225,9606.ENSP00000254657,inhibition,255,404
21245,9606.ENSP00000216225,9606.ENSP00000254657,inhibition,255,404
21246,9606.ENSP00000216225,9606.ENSP00000254657,ptmod,255,404
21247,9606.ENSP00000216225,9606.ENSP00000262144,inhibition,255,891
21248,9606.ENSP00000216225,9606.ENSP00000256996,binding,255,514
21249,9606.ENSP00000216225,9606.ENSP00000256996,reaction,255,514
21250,9606.ENSP00000216225,9606.ENSP00000256996,catalysis,255,514
21251,9606.ENSP00000216225,9606.ENSP00000256996,binding,255,514
21252,9606.ENSP00000216225,9606.ENSP00000256996,catalysis,255,514
21253,9606.ENSP00000216225,9606.ENSP00000256996,ptmod,255,514
21254,9606.ENSP00000216225,9606.ENSP00000256996,inhibition,255,514
21255,9606.ENSP00000216225,9606.ENSP00000256996,inhibition,255,514
